SMILES,MolWt,LogP,HBD,HBA,TPSA,RotBonds,AromaticRings,HeavyAtoms,FractionCSP3
CCCC(=O)OCC(C(C(CN1C2=C(C=C(C(=C2)C)C)N=C3C1=NC(=O)NC3=O)OC(=O)CCC)OC(=O)CCC)OC(=O)CCC,656.733,3.68044,1,12,185.84,17,1,47,0.575757576
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)O)O)O)N,454.477,-6.6523,10,14,262.38,6,0,31,1
CC1C=CC=C(C(=O)N=C2C(=CNN3CCN(CC3)C)C(=C4C(=C2O)C(=C(C5=C4C(=O)C(O5)(OCCC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C,824.969,2.32822,6,15,220.15,4,2,59,0.581395349
CC1C=CC=C(C(=O)N=C2C(=CNN3CCN(CC3)C)C(=C4C(=C2O)C(=C(C5=C4C(=O)C(O5)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C,822.953,2.45182,6,15,220.15,4,2,59,0.534883721
CN(C)C(=O)C1=NN(C(=N1)CNC(=O)CN)C2=C(C=C(C=C2)Cl)C(=O)C3=CC=CC=C3Cl,475.336,2.0818,2,6,123.21,7,3,32,0.19047619
C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,234.202,2.7771,1,4,48.14,1,2,15,0.125
CC(C12CC3CC(C1)CC(C3)C2)N,179.307,2.55,1,1,26.02,1,0,13,1
CC1CN(CC(N1)C)CCCN2C3=CC=CC=C3C4=CC=CC=C42,321.468,3.8668,1,2,20.2,4,3,24,0.428571429
CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,410.493,3.59042,0,5,64.16,4,3,30,0.52173913
CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,477.58,5.48302,0,4,37.61,5,4,34,0.259259259
CC(CC(C1=CC=C(C=C1)O)O)NCC2=CC=C(C=C2)O,287.359,2.6996,4,4,72.72,6,2,21,0.294117647
CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,720.962,5.9052,4,9,145.78,17,4,50,0.432432432
CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,250.342,2.7597,0,3,32.78,4,1,18,0.5
CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,269.352,1.9118,1,3,49.74,5,3,20,0.333333333
CCCCCCCCCCCCCCCC(=O)C1=C(OC(C1=O)CO)O,368.514,4.7666,2,5,83.83,16,0,26,0.80952381
CC1=C2C=CC=CC2=NC(=O)CN1,174.203,-0.4359,1,2,41.46,0,1,13,0.2
CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)N=[N+]=[N-])C,326.316,2.5764,0,5,113.19,3,2,24,0.266666667
CCOC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)CC(=O)NO,401.504,1.1429,4,6,133.83,12,0,28,0.789473684
CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCSC(=N)N,457.559,3.71697,3,4,105.9,6,4,33,0.16
CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CC(CCN5C6=CC=CC=C64)CN(C)C,452.558,3.8242,1,3,59.27,4,4,34,0.285714286
C1=CC=C(C(=C1)C(=O)C2=CC(=O)C(=O)C(=C2)N(O)O)F,277.207,1.0509,2,6,94.91,3,1,20,0
C1=CC(=CC(=C1)F)C2=C(N=CS2)C(=O)NCCN,265.313,1.6377,2,4,68.01,4,2,18,0.166666667
CCCCOC1=C(C=CC(=C1)CC2CNC(=O)N2)OC,278.352,2.098,2,3,59.59,7,1,20,0.533333333
CC(C)C(C(=O)OC)NC(=O)CNC(=O)C(CS)NCC1=CC=C(C=C1)C2=CC=CC=C2,457.596,2.1716,4,6,96.53,11,2,32,0.375
COC1=CC=C(C=C1)C23C(CC(C2(C4=C(O3)C=C(C=C4OC)OC)O)O)C5=CC=CC=C5,434.488,3.7363,2,6,77.38,5,3,32,0.307692308
CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,314.362,2.5577,0,4,60.44,3,2,22,0.117647059
CCCC(=O)OC1C(OC(CC1(C)OC(=O)CC)OC2C(OC(C(C2N(C)C)O)OC3C(CC(C(C=CC=CCC(OC(=O)CC(C3OC)O)C)O)C)CC=O)C)C,828.006,3.1575,3,16,206.05,13,0,58,0.80952381
COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3,275.348,2.6201,1,3,47.56,4,1,20,0.5625
CCCCCCCCCCCCCCCCCC(=O)NCCCCC(C(=O)O)NC(=O)CCC(C(=O)N)NC(=O)C(C)NC(=O)C(C)OC1C(C(OC(C1O)CO)O)NC(=O)C,887.126,1.7076,10,12,305.04,35,0,62,0.837209302
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,260.381,2.8457,1,2,32.34,7,1,19,0.5625
CCC(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3,354.458,3.2021,3,6,87.89,8,3,26,0.421052632
CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CC(C(=O)O)NC4=CC=CC=C4C(=O)C5=CC=CC=C5,546.623,6.61032,2,6,101.66,12,5,41,0.147058824
C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,360.318,1.7613,5,7,144.52,6,2,26,0.111111111
C1=CC(=O)C=CC1=C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,290.318,3.5948,2,3,57.53,2,2,22,0
CC(=C)C1CC2C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4(C3=O)O)OC)OC,412.438,2.4254,1,7,83.45,3,1,30,0.434782609
CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,394.423,3.7033,0,6,63.22,3,2,29,0.347826087
CC1=C(C(=C(C(=C1O)C(=O)C)O)CC2=C(C(=C3C(=C2O)C=CC(O3)(C)C)C(=O)C=CC4=CC=CC=C4)O)O,516.546,5.39672,5,8,144.52,6,3,38,0.2
C1=CC(=C(C=C1[As](=O)(O)O)[N+](=O)[O-])O,263.037,-1.1386,3,4,120.9,2,1,14,0
CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,348.443,2.1207,1,5,67.87,9,1,25,0.578947368
CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,837.058,2.2096,5,17,216.89,13,0,58,0.951219512
CC(C(CC1=CC(=CC=C1)C(=N)N)C(=O)OC)NC(=O)C2=CC=C(C=C2)C3=CC=CC(=C3)CN,458.562,3.24657,4,5,131.29,9,3,34,0.222222222
C1CN(C(=O)C1NS(=O)(=O)C2=CC3=C(S2)C=CC=N3)CC4=C(C=CC(=C4)C(=N)N)O,445.526,1.36537,4,7,149.47,6,3,30,0.210526316
C1CN(C(=O)C1NS(=O)(=O)C2=CC3=C(S2)C=CC=N3)CC4=CC5=C(N4)C=NC=C5,427.511,2.252,2,6,108.05,5,4,29,0.210526316
C1CN(C(=O)C1NS(=O)(=O)C2=CC3=C(S2)C=CC=N3)CC4=CC5=C(C=C4)C=CN=C5N,453.549,2.5061,2,7,118.28,5,4,31,0.19047619
C1COCCC1(CC(=O)NO)S(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl,425.89,3.3507,2,6,101.93,6,2,28,0.315789474
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=O)C=C(C4=C3O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,610.521,-1.7355,10,16,269.43,6,1,43,0.444444444
CC(=O)OCOC(C1=C(C=CC(=C1)OC2=CC=C(C=C2)Br)[N+](=O)[O-])P(=O)(OCOC(=O)C)OCOC(=O)C,620.298,4.9529,0,13,176.03,14,2,38,0.318181818
CC1CCC2(C3(CC4(C5(C(C(C3(C5(C2(C1O)O4)O)O)OC(=O)C6=CC=CN6)(C(C)C)O)C)O)C)O,493.553,-0.1876,7,9,172.7,3,1,35,0.8
C1=CC(=CC=C1C(C(=O)O)N)C(=O)O,195.174,0.4692,3,3,100.62,3,1,14,0.111111111
CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2O)Cl)Cl)O,333.215,2.6187,3,4,72.8,4,1,21,0.5
CCCN1CCOC2C1COC3=C2C=C(C=C3)O,249.31,1.9365,1,4,41.93,2,1,18,0.571428571
CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O,347.242,2.9217,2,4,61.8,5,1,22,0.533333333
CCCN1CCCC(C1)C2=CC=CC(=C2)C#N,228.339,3.14768,0,2,27.03,3,1,17,0.533333333
CCN1CCCC1CNC(=O)C2=C(C=CC(=C2O)I)OC,404.248,2.2195,2,4,61.8,5,1,21,0.533333333
C1CSC2=NC(CN21)C3=CC=C(C=C3)Br,283.194,2.9086,0,3,15.6,1,1,15,0.363636364
CCCN(CCC)C1CCC2=C(C=CC(=C2C1)O)F,265.372,3.5106,1,2,23.47,5,1,19,0.625
C1=CN(C(=O)NC1=O)CC(C(=O)O)N,199.166,-2.0515,3,4,118.18,3,1,14,0.285714286
CC(C)(C(C(=O)NC(C(=O)O)C(C)(C)SN=O)NC(=O)OC)SN=O,396.447,1.6668,3,10,163.59,10,0,25,0.75
CCCCSP(=O)(SCCCC)SCCCC,314.522,6.6944,0,4,17.07,12,0,17,1
CC(CO)N,75.111,-0.6741,2,2,46.25,1,0,5,1
CS(=N)(=N)CC(CC1=CC=CC=C1)C(=O)O,240.328,2.23844,3,3,85,5,1,16,0.363636364
CC1=CC=CC=C1I,218.037,2.59962,0,0,0,0,1,8,0.142857143
C1=CC(=CC=C1CSC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)[N+](=O)[O-],419.419,0.6383,3,10,156.66,6,3,29,0.352941176
C1=CC=C(C=C1)CN=C(S)SCC(C(=O)O)N,270.379,1.6175,3,4,75.68,5,1,17,0.272727273
C1=CC(=CC=C1C(=O)CSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)N=[N+]=[N-],466.476,0.422,5,8,224.65,14,1,32,0.388888889
C1=CC(=CC=C1C(=O)CSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)N[N+]#N,467.484,-0.33982,6,9,216.07,14,1,32,0.388888889
C1=CC(=CC=C1CSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)[N+](=O)[O-],442.45,-0.2943,5,8,201.96,13,1,30,0.411764706
CS(CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,400.461,-1.5393,6,9,182.63,7,2,27,0.6
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)C[Se]CCC(C(=O)O)N)O)O)N,431.311,-1.6295,5,9,182.63,7,2,26,0.571428571
C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,398.445,-3.2569,4,10,185.46,7,2,27,0.6
C1=CC=C(C=C1)CSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N,397.453,-0.2025,5,6,158.82,12,1,27,0.411764706
C1=CC=C(C=C1)CSC(=N)N,166.249,1.81327,2,2,49.87,2,1,11,0.125
CCSC(=N)N,104.178,0.63297,2,2,49.87,1,0,6,0.666666667
CCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)[NH3+],392.498,-0.5392,5,5,160.44,15,0,26,0.75
C1=CC=C2C(=C1)C(=O)NS2(=O)=O,183.188,0.1187,1,3,63.24,0,1,12,0
C1=CC=C(C(=C1)CO)O,124.139,0.8845,2,2,40.46,1,1,9,0.142857143
C1=CC=C(C(=C1)C(=O)N)O,137.138,0.4911,2,2,63.32,1,1,10,0
C1=CC=C(C(=C1)C(=O)[O-])O,137.114,-0.2443,1,3,60.36,1,1,10,0
CCC=CC=CC(=O)NC=CCC1CC(C(CC=CCC2=C(C(=CC=C2)O)C(=O)O1)C)O,439.552,4.3495,3,5,95.86,6,1,32,0.384615385
CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)[O-],750.003,4.8533,3,11,164.04,12,0,53,0.904761905
CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)O,751.011,6.188,4,10,161.21,12,0,53,0.904761905
C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,415.574,4.1074,4,5,81.95,16,2,30,0.52
C1=C(C2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N)C(=O)N,309.282,-2.2761,5,8,169.74,3,2,22,0.416666667
C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6,332.335,3.4281,0,4,40.8,0,4,25,0.15
CC1C2CCC3(C=CC(=O)C(=C3C2OC1=O)C)C,246.306,2.4196,0,3,43.37,0,0,18,0.6
CC1C(C2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C)OC(=O)C5=CC=CC=C5NC,539.625,2.4073,4,9,142.39,5,1,39,0.566666667
CC(CC(=O)C=C(C)C)C1CCC2(C1(CC=C3C2CCC4C3(CCC(C4(C)C)OC5C(C(C(CO5)OC6C(C(C(C(O6)CO)O)O)NC(=O)C)O)OC7C(C(C(C(O7)OC8C(C(C(C(O8)CO)O)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)NC(=O)C)C)C)C,1289.47,-2.4808,15,26,430.56,19,0,90,0.887096774
CC(CC(=O)C=C(C)C)C1CCC2(C1(CC=C3C2CCC4C3(CCC(C4(C)C)OC5C(C(C(CO5)OC6C(C(C(C(O6)CO)O)O)NC(=O)C)O)OC7C(C(C(C(O7)OC8C(C(C(CO8)O)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)NC(=O)C)C)C)C,1259.444,-1.8417,14,25,410.33,18,0,88,0.885245902
CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O,429.513,3.1974,1,6,85.3,13,2,31,0.416666667
C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,258.229,2.3096,2,4,83.83,3,2,19,0
CCC1=C(N=C(N1)C2=CC=C(C=C2)OC)C3=CC=NC=C3,279.343,3.7097,1,3,50.8,4,3,21,0.176470588
CN1C=CC2=CC3=C(CCN3C(=O)NC4=CN=CC=C4)C=C21,292.342,3.1679,1,2,50.16,1,3,22,0.176470588
C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F,338.39,2.6529,2,5,81.65,3,3,25,0.277777778
C1=CC=C(C(=C1)NC(=O)N=C2C=CC(=CC2=O)N(O)O)Br,352.144,2.5252,3,5,102.23,2,1,21,0
COC1=NC=CC(=N1)C2=C(N=CN2C3CCC(CC3)O)C4=CC=C(C=C4)F,368.412,3.6308,1,5,73.06,4,3,27,0.35
C1=CC=C(C=C1)C(COCC(=O)NC(CCCN=C(N)N)C(=O)O)C2=CC=CC=C2,412.49,1.4581,4,4,140.03,12,2,30,0.318181818
CC1CC2=C(C(O1)OC)C(=C3C(=CC(=O)C(=C3C(=O)O)O)O2)O,322.269,1.4602,3,7,126.43,2,0,23,0.333333333
C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,331.35,4.6504,2,3,61.8,3,4,25,0
CC(C)C(C(=O)NC(C(C)C)C(=O)OC)NC(=O)C(C)N1CCC(=CC(C1)CC2=CC=CC=C2)C(C)NC(=O)C(C)N,585.79,2.1724,4,7,142.86,13,1,42,0.625
C1CC1CN2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F,309.348,3.1384,1,4,69.62,4,3,23,0.235294118
C(CCCC(=O)NO)CCC(=O)NO,204.226,0.3378,4,4,98.66,7,0,14,0.75
CC1=NC(=C(O1)C2=CC=NC=C2)C3=CC=CC=C3,236.274,3.71202,0,3,38.92,2,3,18,0.066666667
CCCCCCCNS(=O)(=O)C1=CC=CC2=C1C=CC=C2Cl,339.888,4.7419,1,2,46.17,8,2,22,0.411764706
CCCCCC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(CCN3CCOCC3)C(C(C)C)C(=O)NO,574.744,3.5245,3,7,128.28,14,2,40,0.517241379
C1=C(NC=C1Br)C(=O)NCC2C(C(C2C3=C[NH+]=C(N3)N)C4=C[NH+]=C(N4)N)CNC(=O)C5=CC(=CN5)Br,622.326,1.29,8,4,201.68,8,4,36,0.272727273
C1=C(NC=C1Br)C(=O)NCC2C(C(C2C3=CN=C(N3)N)C4=CN=C(N4)N)CNC(=O)C5=CC(=CN5)Br,620.31,2.4518,8,6,199.18,8,4,36,0.272727273
C1C(OC(OC1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)CNC(=O)CCCC(=O)NO)CSC4=NC5=CC=CC=C5S4,607.754,5.4182,4,9,130.01,12,4,42,0.322580645
C1C(OC(OC1C2=CC=C(C=C2)CO)C3=CC(=CC=C3)NC(=O)CCCCCCC(=O)NO)CSC4=NC5=CC=CC=C5S4,635.808,6.9108,4,9,130.01,14,4,44,0.363636364
CC(=CCCC(=CCC1=C(C=C(C=C1O)C=CC2=CC3=C(C(=C2)O)OC4(CC(C(C(C4C3)(C)C)O)O)C)O)C)C,548.72,6.6705,5,6,110.38,7,2,40,0.470588235
CC(=CCCC(=CCC1=C(C=C(C=C1O)C=CC2=CC3=C(C(=C2)OC)OC4(CC(C(C(C4C3)(C)C)O)O)C)O)C)C,562.747,6.9735,4,6,99.38,8,2,41,0.485714286
CC(=CCC1=C(C=C(C=C1O)C=CC2=CC3=C(C(=C2)OC)OC4(CC(C(C(C4C3)(C)C)O)O)C)O)CCCC(C)(C)O,580.762,6.1683,5,7,119.61,9,2,42,0.542857143
CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,303.358,0.9181,1,5,62.3,4,1,22,0.588235294
COC1=CC2=CC=C(OC2=CC1=O)O,192.17,1.4588,1,4,59.67,1,0,14,0.1
C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO,326.352,2.5016,2,4,86.71,6,2,24,0.277777778
C1CCC(CC1)C2=CC=C(C=C2)OCC(CN3CCN(CC3)C4=CC=CC=N4)O,395.547,3.6912,1,5,48.83,7,2,29,0.541666667
CCOC(=O)C1=CSC(=N1)N2CCN(CC2)C3=NC4=CC=CC=C4SC3,388.518,3.2777,0,8,58.03,3,2,26,0.388888889
C1CN(CCN1CC(COC2=CC=CC3=C2C=C(N3)C#N)O)C(C4=CC=CC=C4)C5=CC=CC=C5,466.585,4.18648,2,5,75.52,8,4,35,0.275862069
CCN(CC)CCOC(=O)C1=CC(=C(C=C1OC)N)Cl,300.786,2.4294,1,5,64.79,7,1,20,0.5
C(CCCCC(=O)O)CCCC(=O)O,202.25,2.2764,2,2,74.6,9,0,14,0.8
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,238.287,1.3511,2,3,75.27,5,0,17,0.583333333
CC1CCC2(CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)O)OC)C)OC1C7CCCCC7,740.975,6.6297,2,10,122.14,4,0,53,0.790697674
CC(CC1=CC=CC=C1)N(C)CC#C,187.286,2.1826,0,1,3.24,4,1,14,0.384615385
C(=O)(N)NN,75.071,-1.4716,3,2,81.14,0,0,5,0
CC(=CCCC1(C=CC2=C(O1)C=CC3=C2C(=O)C(=O)C(=C4C(=C5C(=O)C6=C(C7=C(C=C6)OC(C=C7)(C)CCC=C(C)C)C(=O)C5=O)C(=C8C=CC=CC8=C4O)O)C3=O)C)C,802.876,7.6704,2,10,161.34,6,4,60,0.24
CC1CCC(CC1)NC(=O)N(CCCl)N=O,247.726,2.4969,1,3,61.77,4,0,16,0.9
CC1C2CC3C45COC(C4C(C(=O)O3)OC(=O)C)(C(C(C5C2(C=C6C1=CC(=O)O6)C)O)O)C(=O)OC,504.488,-0.2173,2,11,154.89,2,0,36,0.68
C1=CC2=C(C=C1O)C(=CN2)CCN,176.219,1.3747,3,2,62.04,2,2,13,0.2
CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,306.236,5.1796,1,1,12.03,2,2,20,0.294117647
C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,354.358,3.2192,0,6,55.38,2,2,26,0.4
CN1CCC2=C(C1)C3=CC=CC=C3CC4=CC=CC=C24,261.368,3.8371,0,1,3.24,0,2,20,0.263157895
C(OC(C(F)(F)F)C(F)(F)F)F,200.053,2.4232,0,1,9.23,2,0,12,1
C(CC(C(=O)NCCCNCCCN)N)CN=C(N)N,287.412,-2.188,6,5,157.57,12,0,20,0.833333333
CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C,288.299,2.1204,3,5,94.83,3,1,21,0.25
CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,279.855,4.738,0,1,3.24,5,1,19,0.647058824
CC1=CC(=C2C3C4C(CCC5C4(CCCC5(C)C)CCO3)(OC2=C1)C)O,356.506,5.53582,1,3,38.69,0,1,26,0.739130435
CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,474.587,1.6109,1,7,113.42,7,3,33,0.5
COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,482.441,2.3627,5,10,155.14,4,3,35,0.24
C1=CN=C(N=C1)[NH2+]S(=[OH+])(=O)C2=CC=C(C=C2)N.[Ag+],360.167,-0.2028,2,4,106.88,3,2,18,0
C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,250.283,0.8596,2,5,97.97,3,2,17,0
CCNC1=NC(=NC(=N1)Cl)NCC,201.661,1.3886,2,5,62.73,4,1,13,0.571428571
CC(C)(C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl)OC2=CC=C(C=C2)Cl,469.361,5.4849,0,6,71.06,10,2,31,0.391304348
CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)C,436.589,4.1057,3,5,104.06,10,0,31,0.76
C1COCCN1[N+]2=CC(=N)O[N-]2,170.172,-2.02803,1,4,67.44,1,1,12,0.666666667
CC1(C(C(C(O1)(C)N2C=NC3=C(N=CN=C32)N)O)O)CC(CCC(C(=O)O)N)N,409.447,-1.4986,6,10,208.65,7,2,29,0.647058824
CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(=O)C6C5(CCC(C6)O)C)(C)O,429.645,3.8863,2,4,60.77,0,0,31,0.962962963
CC1(C2=CC3=C(C(C(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=CC(=C1CCC(=O)O)[N-]2)[N-]5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)[N-]3)(C)CC(=O)O)CCC(=O)O)CC(=O)O.[Fe],914.655,2.7092,8,8,354.8,20,2,63,0.380952381
CC1(C2=CC3=C(C(C(=CC4=C(C(=C(N4)C=C5C(=C(C(=CC(=C1CCC(=O)O)N2)N5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)N3)(C)CC(=O)O)CCC(=O)O)CC(=O)O,862.842,1.8853,12,10,354.04,20,2,62,0.380952381
CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O,447.533,-3.8515,8,12,213.72,6,0,31,0.894736842
CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC(=O)O,420.443,2.8467,3,6,138.87,5,2,29,0.210526316
C1CNCC2=C1C=CC(=C2)S(=O)(=O)N,212.274,-0.0203,2,3,72.19,1,1,14,0.333333333
CN(C)CCCCSC(=N)N,175.301,0.95487,2,3,53.11,5,0,11,0.857142857
C1CSC2=NC(=C(N21)C3=CC=NC=C3)C4=CC=C(C=C4)F,297.358,3.8569,0,3,30.71,2,3,21,0.125
COC1=CC=C(C=C1)CCCOC(C[N+]2=CNC=C2)C3=CC=C(C=C3)OC,367.469,3.7101,1,3,47.36,10,3,27,0.318181818
CP(=O)(CCCN)O,137.119,0.2354,2,2,63.32,3,0,8,1
CC(=O)NC(C(=O)O)C(C)(C)SN=O,220.25,0.7689,2,5,95.83,5,0,14,0.714285714
CCCCC(=O)NC(C(=O)O)C(C)(C)SN=O,262.331,1.9392,2,5,95.83,8,0,17,0.8
[Na+].[Cl-],58.443,-5.992,0,0,0,0,0,2,0
[F-].[Na+],41.988,-5.992,0,0,0,0,0,2,0
C(C(=O)[O-])F,77.034,-1.2942,0,2,40.13,1,0,5,0.5
C(C(=O)O)F,78.042,0.0405,1,1,37.3,1,0,5,0.5
[Na+].[I-],149.894,-5.992,0,0,0,0,0,2,0
C(C(=O)[O-])I.[Na+],207.93,-3.8247,0,2,40.13,1,0,6,0.5
C(C(=O)O)I,185.948,0.506,1,1,37.3,1,0,5,0.5
CN(C)C=NC1=C(C=C(C(=C1I)CCC(=O)O)I)I,597.96,3.739,1,2,52.9,5,1,19,0.333333333
C(=O)(C(=O)[O-])N.[Na+],111.032,-5.7744,1,3,83.22,0,0,7,0
C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)O)C3=CC=C(C=C3)OS(=O)(=O)O,437.451,2.625,2,7,140.09,7,3,29,0.055555556
CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)OS(=O)(=O)O)C,368.495,3.7063,1,4,80.67,2,0,25,0.842105263
C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,283.113,-0.3744,5,4,148.18,4,1,17,0.285714286
CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C.[Na+],537.695,-0.9705,4,7,146.99,7,0,36,0.961538462
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,515.713,2.3681,5,6,144.16,7,0,35,0.961538462
CCCCCCCCCCCCCCOS(=O)(=O)O,294.457,4.5069,1,3,63.6,14,0,19,1
CC(=CCOC1=CC=C(C=C1)C=CC(=O)C2=C(C=C(C=C2)OCC=C(C)C)OCC(=O)O)C,450.531,5.7361,1,5,82.06,12,2,33,0.259259259
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)NC1,413.646,5.2869,2,3,41.49,0,0,30,0.925925926
CC=CC=CC(=O)O,112.128,1.2033,1,1,37.3,2,0,8,0.166666667
